,year,tmID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,PPG,avg_height,avg_weight,avg_age,awards,last_two_playoff
94,7,SAS,WE,6,N,,,,San Antonio Silver Stars,788.0,1886.5,495.5,640.0,94.5,293.0,279.0,695.5,974.5,463.0,639.0,233.5,524.0,98.0,2166.0,893.0,2031.0,439.5,587.5,157.0,438.5,337.5,707.0,1044.5,569.0,654.5,281.5,460.5,138.5,2382.5,0,0,0,0,0,0,8.0,26.0,34,5.5,11.5,2.5,14.5,4.5,17.5,6837.5,138885.5,AT&T Center,63.705882352941174,72.0,162.9,25.8,0.0,0.0
95,8,SAS,WE,2,Y,W,L,,San Antonio Silver Stars,839.5,2044.0,503.5,662.0,149.5,447.5,305.0,752.0,1057.0,486.5,630.0,220.5,511.5,86.5,2332.0,936.0,2160.5,476.5,625.5,153.5,433.5,361.5,784.5,1146.0,561.5,663.0,268.5,454.5,138.5,2502.0,0,0,0,0,0,0,10.0,24.0,34,5.5,11.5,4.5,12.5,6.5,14.5,6800.0,130401.5,AT&T Center,68.58823529411765,72.0,169.3,26.1,1.0,0.0
96,1,SEA,WE,8,N,,,,Seattle Storm,667.0,1740.0,379.0,561.0,109.0,364.0,256.0,537.0,793.0,390.0,648.0,255.0,525.0,93.0,1822.0,778.0,1721.0,498.0,654.0,117.0,334.0,288.0,721.0,1009.0,506.0,618.0,284.0,529.0,123.0,2171.0,0,0,0,0,0,0,6.0,26.0,32,4.0,12.0,2.0,14.0,4.0,17.0,6475.0,142594.0,KeyArena at Seattle Center,56.9375,72.21428571428571,161.64285714285714,25.714285714285715,0.0,0.0
97,2,SEA,WE,8,N,,,,Seattle Storm,667.0,1740.0,379.0,561.0,109.0,364.0,256.0,537.0,793.0,390.0,648.0,255.0,525.0,93.0,1822.0,778.0,1721.0,498.0,654.0,117.0,334.0,288.0,721.0,1009.0,506.0,618.0,284.0,529.0,123.0,2171.0,0,0,0,0,0,0,6.0,26.0,32,4.0,12.0,2.0,14.0,4.0,17.0,6475.0,142594.0,KeyArena at Seattle Center,56.9375,73.15384615384616,167.15384615384616,26.23076923076923,0.0,0.0
98,3,SEA,WE,4,Y,L,,,Seattle Storm,678.0,1780.5,397.0,583.5,118.5,388.0,281.0,561.0,842.0,401.0,626.5,264.0,478.0,110.0,1871.5,765.5,1735.5,457.5,606.5,121.0,329.5,292.0,738.5,1030.5,499.0,603.0,256.0,524.0,125.0,2109.5,0,0,0,0,0,0,8.0,24.0,32,4.5,11.5,3.5,12.5,5.0,16.0,6512.5,118925.5,KeyArena at Seattle Center,58.484375,71.86666666666666,164.6,24.6,0.0,0.0
99,4,SEA,WE,5,N,,,,Seattle Storm,741.5,1884.5,416.5,574.5,155.0,459.0,334.0,609.0,943.0,463.0,614.0,277.5,454.0,139.0,2054.5,768.0,1784.0,426.0,573.0,113.5,333.5,301.5,709.0,1010.5,490.0,575.5,241.0,525.0,126.0,2075.5,0,0,0,0,0,0,13.5,18.5,32,7.5,8.5,6.0,10.0,8.0,13.0,6500.0,103515.5,KeyArena at Seattle Center,64.203125,72.07142857142857,166.64285714285714,26.285714285714285,0.0,2.0
100,5,SEA,WE,2,Y,W,W,W,Seattle Storm,842.0,1996.5,430.0,555.0,174.0,503.0,352.0,682.5,1034.5,531.0,633.5,257.0,471.0,144.5,2288.0,813.5,1928.5,438.0,589.0,123.5,389.5,329.5,675.5,1005.0,472.0,566.5,249.5,495.0,114.5,2188.5,0,0,0,0,0,0,17.5,15.5,33,11.5,5.0,6.0,10.5,10.5,12.0,6650.0,116315.5,KeyArena at Seattle Center,69.30514705882354,72.41666666666667,167.83333333333334,26.166666666666668,2.0,1.0
101,6,SEA,WE,2,Y,L,,,Seattle Storm,881.5,2035.0,483.0,621.5,166.5,469.5,346.0,720.5,1066.5,550.0,654.5,267.0,482.0,134.5,2412.5,847.5,2014.0,432.0,591.5,142.0,414.0,327.5,684.0,1011.5,481.5,624.0,248.5,493.0,120.5,2269.0,0,0,0,0,0,0,19.0,15.0,34,13.0,4.0,6.0,11.0,12.0,11.0,6837.5,127574.0,KeyArena at Seattle Center,70.95588235294117,73.15384615384616,168.76923076923077,24.307692307692307,3.0,2.0
102,7,SEA,WE,4,Y,L,,,Seattle Storm,889.5,2045.5,534.0,682.0,154.5,434.0,336.5,742.5,1079.0,536.0,661.0,251.5,507.5,144.5,2467.5,871.5,2076.0,456.5,619.0,136.0,405.0,318.5,682.5,1001.0,537.5,684.5,259.5,482.5,145.5,2335.5,0,0,0,0,0,0,20.0,14.0,34,13.5,3.5,6.5,10.5,13.0,9.0,6825.0,142720.5,KeyArena at Seattle Center,72.5735294117647,72.85714285714286,170.85714285714286,24.857142857142858,4.0,3.0
103,8,SEA,WE,4,Y,L,,,Seattle Storm,933.5,2095.0,553.0,700.0,151.0,452.0,325.0,798.5,1123.5,517.0,669.5,216.5,543.0,142.5,2571.0,916.0,2190.5,510.5,676.5,148.5,451.5,328.0,697.5,1025.5,544.0,687.0,282.0,461.5,134.5,2491.0,0,0,0,0,0,0,19.0,15.0,34,11.5,5.5,7.5,9.5,11.5,9.5,6812.5,148407.0,KeyArena at Seattle Center,75.61764705882354,72.92857142857143,171.07142857142858,25.357142857142858,6.0,3.0
104,1,UTA,WE,5,N,,,,Utah Starzz,858.0,1896.0,609.0,790.0,88.0,262.0,348.0,732.0,1080.0,522.0,698.0,214.0,544.0,157.0,2413.0,860.0,1964.0,531.0,721.0,156.0,448.0,313.0,598.0,911.0,503.0,702.0,301.0,437.0,112.0,2407.0,0,0,0,0,0,0,18.0,14.0,32,12.0,4.0,6.0,10.0,13.0,8.0,6400.0,103442.0,EnergySolutions Arena,75.40625,72.53846153846153,164.3846153846154,24.692307692307693,0.0,0.0
105,2,UTA,WE,3,Y,L,,,Utah Starzz,858.0,1896.0,609.0,790.0,88.0,262.0,348.0,732.0,1080.0,522.0,698.0,214.0,544.0,157.0,2413.0,860.0,1964.0,531.0,721.0,156.0,448.0,313.0,598.0,911.0,503.0,702.0,301.0,437.0,112.0,2407.0,0,0,0,0,0,0,18.0,14.0,32,12.0,4.0,6.0,10.0,13.0,8.0,6400.0,103442.0,EnergySolutions Arena,75.40625,71.63636363636364,163.36363636363637,25.454545454545453,0.0,0.0
106,3,UTA,WE,3,Y,W,,,Utah Starzz,834.5,1872.5,558.0,732.5,83.0,253.0,321.5,753.5,1075.0,523.0,660.0,208.0,518.5,156.5,2310.0,824.5,1970.0,510.0,690.5,140.5,438.5,328.5,614.0,942.5,490.5,673.5,288.0,413.5,130.0,2299.5,0,0,0,0,0,0,18.5,13.5,32,10.5,5.5,8.0,8.0,12.0,9.0,6437.5,106974.5,EnergySolutions Arena,72.1875,71.5,166.58333333333334,25.5,0.0,2.0
107,1,WAS,EA,4,Y,L,,,Washington Mystics,832.0,1813.0,403.0,578.0,109.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,2176.0,845.0,1875.0,382.0,555.0,149.0,397.0,299.0,612.0,911.0,513.0,595.0,261.0,456.0,102.0,2221.0,0,0,0,0,0,0,14.0,18.0,32,7.0,9.0,7.0,9.0,13.0,8.0,6400.0,244134.0,Verizon Center,68.0,72.46153846153847,169.46153846153845,24.615384615384617,0.0,0.0
108,2,WAS,EA,8,N,,,,Washington Mystics,832.0,1813.0,403.0,578.0,109.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,2176.0,845.0,1875.0,382.0,555.0,149.0,397.0,299.0,612.0,911.0,513.0,595.0,261.0,456.0,102.0,2221.0,0,0,0,0,0,0,14.0,18.0,32,7.0,9.0,7.0,9.0,13.0,8.0,6400.0,244134.0,Verizon Center,68.0,72.28571428571429,166.35714285714286,25.857142857142858,0.0,2.0
109,3,WAS,EA,3,Y,W,,,Washington Mystics,785.5,1864.0,368.0,541.0,113.0,376.5,328.0,672.5,1000.5,472.5,567.0,251.0,500.5,126.5,2052.0,818.0,1910.0,364.5,511.0,147.5,402.5,315.0,674.5,989.5,500.0,569.0,261.0,455.0,102.5,2148.0,0,0,0,0,0,0,12.0,20.0,32,7.5,8.5,4.5,11.5,8.5,12.5,6450.0,245400.5,Verizon Center,64.125,72.0,166.85714285714286,25.285714285714285,0.0,1.0
110,4,WAS,EA,7,N,,,,Washington Mystics,772.5,1912.5,346.0,491.0,140.5,430.5,343.0,703.5,1046.5,470.0,560.0,239.0,475.0,110.5,2031.5,788.5,1924.0,372.0,502.5,146.5,427.0,320.0,708.5,1028.5,464.5,556.5,249.0,447.5,102.0,2095.5,0,0,0,0,0,0,13.5,18.5,32,8.5,7.5,5.0,11.0,8.0,13.0,6475.0,252952.0,Verizon Center,63.484375,71.21428571428571,158.78571428571428,25.428571428571427,1.0,2.0
111,5,WAS,EA,4,Y,L,,,Washington Mystics,851.0,2050.5,370.0,492.5,160.5,474.0,356.0,705.5,1061.5,542.0,629.5,217.0,458.5,96.5,2232.5,847.5,1968.0,453.0,614.5,159.0,464.0,321.5,730.5,1052.0,516.5,567.5,244.0,454.5,110.0,2307.0,0,0,0,0,0,0,13.0,20.0,33,6.0,10.5,7.0,9.5,9.5,13.0,6662.5,248973.5,Verizon Center,67.62408088235294,72.16666666666667,161.25,24.583333333333332,1.0,1.0
112,6,WAS,EA,5,N,,,,Washington Mystics,884.5,2139.5,427.5,584.0,131.0,394.0,359.5,714.5,1074.0,517.5,664.0,234.0,443.0,113.5,2327.5,886.5,2023.0,509.5,688.5,158.5,453.5,335.0,775.5,1110.5,562.5,596.0,244.0,480.0,115.0,2441.0,0,0,0,0,0,0,13.0,21.0,34,7.0,10.0,6.0,11.0,8.0,14.0,6862.5,226579.0,Verizon Center,68.45588235294117,71.0,158.3846153846154,25.846153846153847,1.0,2.0
113,7,WAS,EA,4,Y,L,,,Washington Mystics,860.0,2028.0,431.0,603.5,143.0,396.5,301.5,701.5,1003.0,492.0,674.5,257.5,429.5,102.0,2294.0,848.5,1942.5,499.5,667.0,148.0,429.0,301.5,763.5,1065.0,539.5,632.5,221.0,498.0,109.5,2344.5,0,0,0,0,0,0,16.5,17.5,34,10.5,6.5,6.0,11.0,9.0,11.0,6875.0,192974.5,Verizon Center,67.47058823529412,71.83333333333333,169.66666666666666,26.25,2.0,1.0
114,8,WAS,EA,5,N,,,,Washington Mystics,931.5,2083.5,458.0,630.5,184.0,516.0,298.0,723.5,1021.5,546.5,740.5,283.0,488.0,94.5,2505.0,871.0,1987.0,562.0,749.5,177.0,493.0,294.0,738.5,1032.5,564.0,662.5,228.5,538.5,98.5,2481.0,0,0,0,0,0,0,17.0,17.0,34,11.5,5.5,5.5,11.5,10.5,9.5,6875.0,152378.0,Verizon Center,73.6764705882353,72.6,173.26666666666668,26.2,2.0,2.0
115,9,CHI,EA,5,N,,,,Chicago Sky,891.5,2226.0,469.0,683.0,171.5,540.0,370.0,731.0,1101.0,553.0,654.0,269.5,518.5,118.5,2423.5,967.0,2195.0,523.0,689.0,192.0,508.5,379.0,853.0,1232.0,603.5,633.5,252.0,550.5,129.0,2649.0,0,0,0,0,0,0,9.5,24.5,34,4.5,12.5,5.0,12.0,5.0,15.0,6886.0,62096.0,UIC Pavilion,71.27941176470588,72.38461538461539,170.69230769230768,24.692307692307693,1.0,0.0
116,9,CON,EA,2,Y,L,,,Connecticut Sun,991.5,2271.5,511.5,645.0,184.5,541.0,348.0,897.0,1245.0,624.5,585.5,262.0,527.0,154.5,2679.0,962.0,2337.0,416.5,563.0,164.5,496.5,353.5,812.5,1166.0,554.5,639.5,259.5,505.0,94.0,2505.0,0,0,0,0,0,0,22.0,12.0,34,11.0,6.0,11.0,6.0,12.5,7.5,6875.0,130793.0,Mohegan Sun Arena,78.79411764705881,71.15384615384616,168.0,23.615384615384617,0.0,3.0
117,9,DET,EA,1,Y,W,W,W,Detroit Shock,945.5,2240.5,574.0,765.5,147.0,428.0,393.0,905.5,1298.5,567.5,706.5,220.0,550.5,127.0,2612.0,867.5,2213.5,538.0,710.0,189.0,585.5,316.5,770.0,1086.5,510.0,750.0,275.5,517.5,112.5,2462.0,0,0,0,0,0,0,23.5,10.5,34,13.0,4.0,10.5,6.5,14.0,6.0,6837.5,162595.5,The Palace of Auburn Hills,76.82352941176471,72.70588235294117,171.47058823529412,28.529411764705884,6.0,3.0
118,9,HOU,WE,5,N,,,,Houston Comets,921.5,2123.5,518.0,699.5,147.5,418.5,338.5,796.0,1134.5,545.0,636.0,270.5,599.5,96.5,2508.5,926.0,2211.0,511.5,667.0,175.0,538.5,339.5,754.0,1093.5,557.0,691.0,304.0,543.5,124.5,2538.5,0,0,0,0,0,0,15.5,18.5,34,9.5,7.5,6.0,11.0,10.5,10.5,6862.5,134701.0,Toyota Center,73.77941176470588,71.28571428571429,168.92857142857142,26.571428571428573,3.0,1.0
119,9,IND,EA,4,Y,L,,,Indiana Fever,890.0,2155.5,498.0,646.5,179.5,548.5,340.0,783.5,1123.5,506.0,626.0,331.0,558.5,114.5,2457.5,882.0,2117.5,431.5,583.5,147.5,463.5,328.5,784.0,1112.5,491.0,674.0,269.5,613.5,109.5,2343.0,0,0,0,0,0,0,21.0,13.0,34,12.0,5.0,9.0,8.0,12.0,8.0,6862.5,128341.5,Conseco Fieldhouse,72.27941176470588,72.0,173.2,25.933333333333334,6.0,3.0
120,9,LAS,WE,3,Y,W,L,,Los Angeles Sparks,951.0,2250.0,516.5,676.5,135.5,416.5,353.0,817.5,1170.5,582.0,705.5,270.5,552.5,118.0,2554.0,913.5,2198.0,571.5,760.5,193.5,553.5,339.5,791.0,1130.5,590.5,620.5,287.0,553.0,132.5,2592.0,0,0,0,0,0,0,17.5,16.5,34,10.0,7.0,7.5,9.5,10.5,10.5,6862.5,144546.0,Staples Center,75.11764705882354,71.57142857142857,162.92857142857142,26.428571428571427,10.0,1.0
121,9,MIN,WE,7,N,,,,Minnesota Lynx,958.0,2283.0,508.0,677.5,155.5,457.5,368.5,794.5,1163.0,543.5,683.5,215.5,545.5,104.0,2579.5,996.0,2254.5,581.0,752.0,170.5,501.5,345.0,816.0,1161.0,595.0,639.0,293.5,483.5,135.5,2743.5,0,0,0,0,0,0,10.0,24.0,34,7.5,9.5,2.5,14.5,7.0,14.0,6850.0,115270.5,Target Center,75.86764705882354,71.8,170.26666666666668,23.6,1.0,0.0
122,9,NYL,EA,3,Y,W,L,,New York Liberty,846.0,2078.0,471.0,615.0,229.5,649.0,286.0,762.0,1048.0,487.5,646.0,270.5,594.0,110.5,2392.5,943.0,2188.0,512.0,670.5,180.5,525.0,359.5,834.5,1194.0,508.5,638.0,295.5,523.5,124.5,2578.5,0,0,0,0,0,0,13.5,20.5,34,8.5,8.5,5.0,12.0,8.5,11.5,6862.5,151457.0,Madison Square Garden (IV),70.36764705882354,71.84615384615384,173.07692307692307,23.46153846153846,1.0,2.0
123,9,PHO,WE,6,N,,,,Phoenix Mercury,1071.0,2426.5,576.5,719.0,274.0,762.0,306.5,842.0,1148.5,661.5,699.5,280.0,464.0,143.0,2992.5,1022.5,2443.0,600.0,784.0,246.5,690.0,426.5,910.0,1336.5,603.0,676.5,237.5,566.0,117.5,2891.5,0,0,0,0,0,0,20.5,13.5,34,11.0,6.0,9.5,7.5,12.5,8.5,6875.0,129162.5,US Airways Center,88.01470588235294,72.14285714285714,168.14285714285714,25.642857142857142,4.0,2.0
124,9,SAC,WE,4,Y,L,,,Sacramento Monarchs,910.0,2202.0,557.0,743.0,155.0,445.0,435.0,721.5,1156.5,523.0,656.0,327.5,576.5,94.5,2532.0,881.5,2051.0,508.0,662.5,171.0,527.0,301.0,721.5,1022.5,524.5,688.0,259.0,641.0,142.0,2442.0,0,0,0,0,0,0,20.0,14.0,34,13.0,4.0,7.0,10.0,11.0,10.0,6912.5,145157.0,ARCO Arena (II),74.47058823529412,72.53846153846153,165.46153846153845,24.846153846153847,1.0,3.0
125,9,SAS,WE,1,Y,W,W,L,San Antonio Silver Stars,919.0,2215.5,484.0,624.5,198.0,561.0,338.5,789.0,1127.5,553.5,631.5,264.5,523.0,106.5,2520.0,939.0,2200.5,509.5,664.0,156.0,456.5,366.5,820.5,1187.0,538.0,630.0,255.5,531.5,133.0,2543.5,0,0,0,0,0,0,16.5,17.5,34,7.5,9.5,9.0,8.0,11.5,9.5,6837.5,127214.5,AT&T Center,74.11764705882354,71.0,162.8181818181818,26.545454545454547,1.0,2.0
126,9,SEA,WE,2,Y,L,,,Seattle Storm,962.5,2167.0,572.0,713.5,192.0,557.0,335.5,820.5,1156.0,523.5,651.0,237.0,551.5,139.0,2689.0,963.5,2269.5,504.5,646.5,179.5,506.0,327.5,735.0,1062.5,555.5,662.5,284.5,490.0,113.5,2611.0,0,0,0,0,0,0,17.5,16.5,34,10.5,6.5,7.0,10.0,10.5,10.5,6812.5,140608.5,KeyArena at Seattle Center,79.08823529411765,73.28571428571429,170.07142857142858,26.285714285714285,15.0,3.0
127,9,WAS,EA,6,N,,,,Washington Mystics,946.5,2184.5,598.0,777.0,175.0,525.0,332.5,776.5,1109.0,524.0,773.5,294.0,556.0,123.0,2666.0,916.5,2159.0,625.5,826.0,189.5,536.5,352.0,772.5,1124.5,566.0,724.5,254.0,576.0,96.0,2648.0,0,0,0,0,0,0,17.0,17.0,34,10.5,6.5,6.5,10.5,10.0,10.0,6875.0,133255.0,Verizon Center,78.41176470588235,71.625,167.375,25.0625,2.0,1.0
128,10,ATL,EA,2,Y,L,,,Atlanta Dream,1089.0,2428.0,569.0,755.0,114.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0,0,0,0,0,0,18.0,16.0,34,12.0,5.0,6.0,11.0,10.0,12.0,6950.0,120737.0,Philips Arena,84.1470588235294,72.53846153846153,159.07692307692307,25.615384615384617,5.0,0.0
129,10,CHI,EA,5,N,,,,Chicago Sky,912.0,2188.5,526.5,767.5,148.0,442.5,370.0,776.0,1146.0,572.5,636.5,265.5,517.5,130.5,2498.5,940.0,2223.0,503.5,648.5,177.0,494.5,372.5,820.0,1192.5,557.5,682.0,248.5,544.0,131.0,2560.5,0,0,0,0,0,0,13.0,21.0,34,7.0,10.0,6.0,11.0,8.0,12.0,6923.5,64351.5,UIC Pavilion,73.48529411764706,71.91666666666667,164.33333333333334,25.166666666666668,1.0,0.0
130,10,CON,EA,6,N,,,,Connecticut Sun,983.0,2306.5,508.5,669.0,208.0,620.5,362.0,868.5,1230.5,613.0,635.0,241.5,513.5,126.5,2682.5,965.5,2300.5,473.5,632.0,162.5,490.5,348.5,841.0,1189.5,567.5,668.0,249.0,511.5,94.5,2567.0,0,0,0,0,0,0,19.5,14.5,34,10.5,6.5,9.0,8.0,11.5,8.5,6887.5,132720.5,Mohegan Sun Arena,78.89705882352942,71.64285714285714,169.14285714285714,24.714285714285715,0.0,3.0
131,10,DET,EA,3,Y,W,L,,Detroit Shock,973.0,2278.0,575.5,764.5,163.0,459.0,392.5,887.0,1279.5,583.5,713.0,252.5,530.0,117.5,2684.5,883.5,2206.5,555.0,729.0,209.0,613.0,316.5,770.5,1087.0,533.0,764.5,252.5,550.5,118.0,2531.0,0,0,0,0,0,0,23.0,11.0,34,13.0,4.0,10.0,7.0,15.0,5.0,6862.5,164203.5,The Palace of Auburn Hills,78.95588235294119,72.46666666666667,172.13333333333333,28.066666666666666,8.0,3.0
132,10,IND,EA,1,Y,W,W,L,Indiana Fever,891.5,2173.0,486.5,636.5,207.0,604.0,345.0,795.0,1140.0,505.5,686.5,316.0,587.0,150.5,2476.5,886.0,2159.5,495.0,657.0,146.5,449.0,353.5,814.0,1167.5,476.0,661.0,287.0,609.0,122.0,2413.5,0,0,0,0,0,0,19.0,15.0,34,11.5,5.5,7.5,9.5,12.0,8.0,6912.5,132428.0,Conseco Fieldhouse,72.83823529411765,71.85714285714286,173.71428571428572,27.0,9.0,3.0
133,10,LAS,WE,3,Y,W,L,,Los Angeles Sparks,947.0,2276.5,516.0,672.0,155.5,470.5,371.0,839.5,1210.5,583.5,722.5,248.0,589.5,161.5,2565.5,921.0,2261.0,585.5,775.5,188.0,542.0,351.0,802.0,1153.0,564.5,661.0,296.5,536.5,139.0,2615.5,0,0,0,0,0,0,15.0,19.0,34,8.5,8.5,6.5,10.5,9.0,12.0,6950.0,154724.5,Staples Center,75.45588235294117,71.36363636363636,170.36363636363637,28.363636363636363,16.0,2.0
134,10,MIN,WE,5,N,,,,Minnesota Lynx,981.0,2329.0,591.5,769.0,148.0,454.5,375.0,788.5,1163.5,576.5,732.0,273.5,516.5,113.0,2701.5,981.0,2207.5,613.0,797.0,161.5,473.5,334.0,831.0,1165.0,576.0,696.5,263.5,554.0,143.5,2736.5,0,0,0,0,0,0,13.0,21.0,34,8.0,9.0,5.0,12.0,8.0,13.0,6887.5,119741.0,Target Center,79.45588235294117,72.76923076923077,174.30769230769232,23.384615384615383,3.0,0.0
135,10,NYL,EA,7,N,,,,New York Liberty,891.0,2127.5,460.0,616.5,251.0,679.5,307.0,783.0,1090.0,525.5,636.5,289.5,579.5,113.0,2493.0,922.0,2193.0,493.5,646.5,182.0,537.0,365.0,830.0,1195.0,502.5,616.5,303.0,560.5,112.0,2519.5,0,0,0,0,0,0,17.5,16.5,34,10.5,6.5,7.0,10.0,10.5,9.5,6875.0,150819.0,Madison Square Garden (IV),73.3235294117647,72.72727272727273,179.1818181818182,24.0,1.0,3.0
136,10,PHO,WE,1,Y,W,W,W,Phoenix Mercury,1066.0,2452.0,629.0,763.5,256.5,751.5,327.0,862.0,1189.0,621.5,726.0,258.5,487.5,157.5,3017.5,1029.0,2493.0,632.0,824.0,266.5,728.5,442.5,901.5,1344.0,639.0,700.5,239.0,547.5,119.0,2956.5,0,0,0,0,0,0,19.5,14.5,34,11.0,6.0,8.5,8.5,12.5,8.5,6837.5,138195.5,US Airways Center,88.75,71.83333333333333,162.66666666666666,25.25,4.0,1.0
137,10,SAC,WE,6,N,,,,Sacramento Monarchs,892.0,2186.5,591.5,780.5,160.5,433.5,420.0,722.0,1142.0,505.0,666.0,322.0,598.5,89.0,2536.0,924.5,2104.5,490.5,643.0,186.0,544.5,308.0,742.5,1050.5,561.5,724.0,270.5,636.5,173.5,2525.5,0,0,0,0,0,0,18.5,15.5,34,12.5,4.5,6.0,11.0,10.5,10.5,6875.0,140820.5,ARCO Arena (II),74.58823529411765,72.61538461538461,172.15384615384616,25.615384615384617,1.0,3.0
138,10,SAS,WE,4,Y,L,,,San Antonio Silver Stars,912.0,2128.0,512.5,635.5,195.0,552.5,284.5,805.5,1090.0,584.0,627.5,277.5,541.5,140.0,2531.5,904.0,2205.0,500.0,661.0,143.0,468.5,375.0,796.5,1171.5,508.0,642.5,267.5,555.5,123.0,2451.0,0,0,0,0,0,0,22.0,12.0,34,12.0,5.0,10.0,7.0,11.5,9.5,6862.5,132201.0,AT&T Center,74.45588235294117,70.77777777777777,166.33333333333334,28.333333333333332,2.0,3.0
139,10,SEA,WE,2,Y,L,,,Seattle Storm,931.5,2161.0,567.0,721.5,183.5,546.0,342.0,821.0,1163.0,531.5,652.0,255.5,529.5,145.5,2613.5,924.0,2242.5,495.0,633.0,183.5,533.5,332.5,760.5,1093.0,544.5,658.0,267.5,505.0,113.5,2526.5,0,0,0,0,0,0,19.5,14.5,34,14.0,3.0,5.5,11.5,12.0,9.0,6812.5,138028.0,KeyArena at Seattle Center,76.86764705882354,72.46153846153847,176.0,26.076923076923077,5.0,3.0
140,10,WAS,EA,4,Y,L,,,Washington Mystics,881.0,2150.5,551.5,749.0,163.0,494.0,348.5,776.5,1125.0,477.5,760.0,261.5,604.0,113.0,2476.5,926.5,2156.0,589.5,780.5,177.5,524.0,344.5,806.0,1150.5,545.5,735.0,285.0,554.5,124.5,2620.0,0,0,0,0,0,0,13.0,21.0,34,7.0,10.0,6.0,11.0,7.0,13.0,6862.5,143946.0,Verizon Center,72.83823529411765,72.16666666666667,172.91666666666666,24.916666666666668,0.0,0.0
